Title,Release Year,Director,DP,Editor,Production Designer,Writer,Producer,Actors,Studio,Country of Origin,Title in Original Language,TMDb ID,IMDb ID,Your Rating
The Mighty Ducks,1992,Stephen Herek,Thomas Del Ruth,John F. Link|Larry Bock,Randy Ser,Steven Brill,Jordan Kerner|Jon Avnet,Emilio Estevez|Joss Ackland|Lane Smith|Heidi Kling|Josef Sommer|Joshua Jackson|Shaun Weiss|Vincent Larusso|Elden Henson|Danny Tamberelli,Avnet/Kerner Productions|Touchwood Pacific Partners 1|Walt Disney Pictures,United States of America,The Mighty Ducks,10414,tt0104868,6.0
The Naked Gun,2025,Akiva Schaffer,Brandon Trost,Brian Scott Olds,Bill Brzeski,Dan Gregor|Doug Mand|Akiva Schaffer,Erica Huggins|Seth MacFarlane,Liam Neeson|Pamela Anderson|Paul Walter Hauser|Danny Huston|CCH Pounder|Kevin Durand|Liza Koshy|Eddie Yu|Michael Beasley|Moses Jones,Fuzzy Door Productions|Paramount Pictures|Domain Entertainment,United States of America,The Naked Gun,1035259,tt3402138,6.0
The Naked Gun: From the Files of Police Squad!,1988,David Zucker,Robert M. Stevens|Robert C. Thomas,Michael Jablow,John J. Lloyd,Jerry Zucker|Jim Abrahams|David Zucker|Pat Proft,Robert K. Weiss,Leslie Nielsen|Priscilla Presley|Ricardo Montalban|George Kennedy|O. J. Simpson|Susan Beaubian|Nancy Marchand|Raye Birk|Jeannette Charles|Ed Williams,Paramount Pictures,United States of America,The Naked Gun: From the Files of Police Squad!,37136,tt0095705,7.0
The Neon Demon,2016,Nicolas Winding Refn,Natasha Braier,Matthew Newman,Elliott Hostetter,Nicolas Winding Refn|Mary Laws|Polly Stenham,Lene Børglum|Sidonie Dumas|Vincent Maraval|Nicolas Winding Refn,Elle Fanning|Karl Glusman|Jena Malone|Bella Heathcote|Abbey Lee|Desmond Harrington|Keanu Reeves|Christina Hendricks|Alessandro Nivola|Charles Baker,Wild Bunch|Gaumont|Space Rocket Nation|Vendian Entertainment|Bold Films,United States of America|Denmark|France|Belgium,The Neon Demon,301365,tt1974419,10.0
The New World,2005,Terrence Malick,Emmanuel Lubezki,Richard Chew|Hank Corwin|Saar Klein|Mark Yoshikawa,Jack Fisk,Terrence Malick,Sarah Green,Colin Farrell|Q'orianka Kilcher|Christopher Plummer|Christian Bale|August Schellenberg|Wes Studi|David Thewlis|Yorick van Wageningen|Raoul Max Trujillo|Michael Greyeyes,New Line Cinema|Sarah Green Film,United States of America|United Kingdom,The New World,11400,tt0402399,6.0
The Nice Guys,2016,Shane Black,Philippe Rousselot,Joel Negron,Richard Bridgland,Shane Black|Anthony Bagarozzi,Joel Silver,Russell Crowe|Ryan Gosling|Angourie Rice|Matt Bomer|Margaret Qualley|Yaya DaCosta|Keith David|Beau Knapp|Lois Smith|Murielle Telio,Silver Pictures|Waypoint Entertainment,United States of America,The Nice Guys,290250,tt3799694,7.0
The Nightmare Before Christmas,1993,Henry Selick,Pete Kozachik,Stan Webb,,Caroline Thompson|Tim Burton,Don Hahn|Denise Di Novi|Tim Burton,Danny Elfman|Chris Sarandon|Catherine O'Hara|William Hickey|Glenn Shadix|Paul Reubens|Ken Page|Edward Ivory|Susan McBride|Debi Durst,Touchstone Pictures|Skellington Productions,United States of America,The Nightmare Before Christmas,9479,tt0107688,8.0
The Northman,2022,Robert Eggers,Jarin Blaschke,Louise Ford,Craig Lathrop,Sjón|Robert Eggers,Robert Eggers|Leifur B. Dagfinnsson|Alexander Skarsgård|Lars Knudsen|Mark Huffam|Arnon Milchan,Alexander Skarsgård|Nicole Kidman|Claes Bang|Ethan Hawke|Anya Taylor-Joy|Gustav Lindh|Elliott Rose|Willem Dafoe|Phill Martin|Eldar Skar,Regency Enterprises|New Regency Pictures|Square Peg|Focus Features,United States of America,The Northman,639933,tt11138512,7.0
The Only Girl in the Orchestra,2023,Molly O'Brien,Martina Radwan,Monique Zavistovski,,,Lisa Remington|Molly O'Brien,Orin O'Brien|Molly O'Brien|George O'Brien|Marguerite Churchill|Leonard Bernstein,New York Philharmonic|Mobworks|LFR INDUSTRIES,United States of America,The Only Girl in the Orchestra,1195310,tt29497240,6.0
The Pentagon Wars,1998,Richard Benjamin,Robert D. Yeoman,Jacqueline Cambas,Vincent Joseph Cresciman,,Howard Meltzer,Kelsey Grammer|Cary Elwes|Viola Davis|John C. McGinley|Tom Wright|Clifton Powell|Dewey Weber|Richard Schiff|J.C. MacKenzie|Richard Benjamin,HBO,United States of America,The Pentagon Wars,14439,tt0144550,6.0
The Phantom of the Opera,2004,Joel Schumacher,John Mathieson,Terry Rawlings,Anthony Pratt,Andrew Lloyd Webber|Joel Schumacher|Charles Hart|Richard Stilgoe,Andrew Lloyd Webber,Gerard Butler|Emmy Rossum|Patrick Wilson|Miranda Richardson|Minnie Driver|Ciarán Hinds|Simon Callow|Victor McGuire|Jennifer Ellison|Murray Melvin,Odyssey Entertainment|Scion Films|The Really Useful Group,United Kingdom,The Phantom of the Opera,9833,tt0293508,5.0
The Phoenician Scheme,2025,Wes Anderson,Bruno Delbonnel,Barney Pilling,Adam Stockhausen,Wes Anderson|Roman Coppola,Wes Anderson|Steven M. Rales|Jeremy Dawson|John Peet,Benicio del Toro|Mia Threapleton|Michael Cera|Riz Ahmed|Tom Hanks|Bryan Cranston|Mathieu Amalric|Richard Ayoade|Benedict Cumberbatch|Jeffrey Wright,American Empirical Pictures|Indian Paintbrush|Studio Babelsberg,United States of America|Germany,The Phoenician Scheme,1137350,tt30840798,6.0
The Pianist,2002,Roman Polanski,Paweł Edelman,Hervé de Luze,Allan Starski,Ronald Harwood,Roman Polanski|Alain Sarde|Robert Benmussa,Adrien Brody|Thomas Kretschmann|Frank Finlay|Maureen Lipman|Emilia Fox|Ed Stoppard|Julia Rayner|Jessica Kate Meyer|Michał Żebrowski|Wanja Mues,R.P. Productions|Heritage Films|Studio Babelsberg|Runteam,France|Germany|Poland|United Kingdom,The Pianist,423,tt0253474,8.0
The Place Beyond the Pines,2013,Derek Cianfrance,Sean Bobbitt,Jim Helton|Ron Patane,Inbal Weinberg,Derek Cianfrance|Ben Coccio|Darius Marder,Lynette Howell Taylor|Sidney Kimmel|Alex Orlovsky|Jamie Patricof,Ryan Gosling|Bradley Cooper|Eva Mendes|Rose Byrne|Ray Liotta|Dane DeHaan|Emory Cohen|Mahershala Ali|Bruce Greenwood|Ben Mendelsohn,Sidney Kimmel Entertainment|Electric City Entertainment|Verisimilitude|Hunting Lane Films|Silverwood Films|Sierra/Affinity,United States of America,The Place Beyond the Pines,97367,tt1817273,8.0
The Post,2017,Steven Spielberg,Janusz Kamiński,Sarah Broshar|Michael Kahn,Rick Carter,Liz Hannah|Josh Singer,Steven Spielberg|Kristie Macosko Krieger|Amy Pascal,Meryl Streep|Tom Hanks|Sarah Paulson|Bob Odenkirk|Tracy Letts|Bradley Whitford|Bruce Greenwood|Matthew Rhys|Alison Brie|Carrie Coon,20th Century Fox|DreamWorks Pictures|Reliance Entertainment|Participant|Amblin Entertainment|Pascal Pictures|TSG Entertainment|Star Thrower Entertainment,United States of America|India,The Post,446354,tt6294822,8.0
The Prestige,2006,Christopher Nolan,Wally Pfister,Lee Smith,Nathan Crowley,Christopher Nolan|Jonathan Nolan,Aaron Ryder|Emma Thomas|Christopher Nolan,Hugh Jackman|Christian Bale|Michael Caine|Piper Perabo|Rebecca Hall|Scarlett Johansson|Samantha Mahurin|David Bowie|Andy Serkis|Daniel Davis,Warner Bros. Pictures|Touchstone Pictures|Newmarket Films|Syncopy,United Kingdom|United States of America,The Prestige,1124,tt0482571,8.0
The Princess Bride,1987,Rob Reiner,Adrian Biddle,Robert Leighton,Norman Garwood,William Goldman,Andrew Scheinman|Rob Reiner,Cary Elwes|Robin Wright|Mandy Patinkin|Chris Sarandon|Christopher Guest|Wallace Shawn|André Roussimoff|Fred Savage|Peter Falk|Peter Cook,The Princess Bride|Buttercup Films|Act III Productions,United States of America,The Princess Bride,2493,tt0093779,6.0
The Rat Catcher,2023,Wes Anderson,Robert D. Yeoman,Barney Pilling|Andrew Weisblum,Adam Stockhausen,Wes Anderson,Wes Anderson|Steven M. Rales|Jeremy Dawson,Richard Ayoade|Ralph Fiennes|Rupert Friend|Eliel Ford|Benoît Herlin|Till Sennhenn,American Empirical Pictures|Indian Paintbrush,United States of America,The Rat Catcher,1172674,tt28912858,7.0
The Report,2019,Scott Z. Burns,Eigil Bryld,Greg O'Bryant,Ethan Tobman,Scott Z. Burns,Danny Gabai|Jennifer Fox|Steven Soderbergh|Eddy Moretti|Michael Sugar|Scott Z. Burns|Kerry Orent,Adam Driver|Annette Bening|Jon Hamm|Sarah Goldberg|Michael C. Hall|Douglas Hodge|Fajer Al-Kaisi|Ted Levine|Jennifer Morrison|Tim Blake Nelson,Margin of Error|Vice Studios|Topic Studios|Unbranded Pictures,United States of America,The Report,524348,tt8236336,7.0
The Revenant,2015,Alejandro G. Iñárritu,Emmanuel Lubezki,Stephen Mirrione,Jack Fisk,Alejandro G. Iñárritu|Mark L. Smith,Steve Golin|Arnon Milchan|Mary Parent|Keith Redmon|James W. Skotchdopole|Alejandro G. Iñárritu,Leonardo DiCaprio|Tom Hardy|Domhnall Gleeson|Will Poulter|Forrest Goodluck|Duane Howard|Arthur Redcloud|Melaw Nakehk'o|Grace Dove|Lukas Haas,Monarchy Enterprises S.a.r.l.|Regency Enterprises|Appian Way|CatchPlay|Anonymous Content|New Regency Pictures|Hong Kong Alpha Motion Pictures Co.|M Productions|RatPac Entertainment,Canada|Hong Kong|Taiwan|United States of America,The Revenant,281957,tt1663202,8.0
The Rhythm Section,2020,Reed Morano,Sean Bobbitt,Joan Sobel,Tom Conroy,Mark Burnell,Michael G. Wilson|Barbara Broccoli,Blake Lively|Jude Law|Sterling K. Brown|Ivana Basic|Nasser Memarzia|Max Casella|Richard Brake|Raza Jaffrey|Geoff Bell|Jade Anouka,EON Productions|Global Road Entertainment|Babieka Films|Ingenious Media|Whitebeard Films|AGC Studios|Paramount Pictures,Spain|United Kingdom|United States of America,The Rhythm Section,466622,tt7134096,7.0
The Right Stuff,1983,Philip Kaufman,Caleb Deschanel,Glenn Farr|Lisa Fruchtman|Tom Rolf|Stephen A. Rotter|Douglas Stewart,Geoffrey Kirkland,Philip Kaufman,Irwin Winkler|Robert Chartoff,Sam Shepard|Scott Glenn|Ed Harris|Dennis Quaid|Fred Ward|Barbara Hershey|Kim Stanley|Veronica Cartwright|Pamela Reed|Scott Paulin,The Ladd Company|Chartoff-Winkler Productions,United States of America,The Right Stuff,9549,tt0086197,6.0
The Road,2009,John Hillcoat,Javier Aguirresarobe,Jon Gregory,Chris Kennedy,Joe Penhall,Paula Mae Schwartz|Steve Schwartz|Nick Wechsler,Viggo Mortensen|Kodi Smit-McPhee|Charlize Theron|Robert Duvall|Guy Pearce|Molly Parker|Michael Kenneth Williams|Garret Dillahunt|Bob Jennings|Buddy Sosthand,Dimension Films|2929 Productions|Nick Wechsler Productions|Chockstone Pictures,United States of America,The Road,20766,tt0898367,8.0
The Royal Tenenbaums,2001,Wes Anderson,Robert D. Yeoman,Dylan Tichenor,David Wasco,Wes Anderson|Owen Wilson,Wes Anderson|Barry Mendel|Scott Rudin,Gene Hackman|Anjelica Huston|Ben Stiller|Gwyneth Paltrow|Luke Wilson|Owen Wilson|Bill Murray|Danny Glover|Seymour Cassel|Kumar Pallana,Touchstone Pictures|American Empirical Pictures,United States of America,The Royal Tenenbaums,9428,tt0265666,7.0
The Shape of Water,2017,Guillermo del Toro,Dan Laustsen,Sidney Wolinsky,Paul D. Austerberry,Vanessa Taylor|Guillermo del Toro,Guillermo del Toro|J. Miles Dale,Sally Hawkins|Michael Shannon|Richard Jenkins|Octavia Spencer|Michael Stuhlbarg|Doug Jones|David Hewlett|Nick Searcy|Stewart Arnott|Nigel Bennett,Double Dare You|Fox Searchlight Pictures|Bull Productions|TSG Entertainment,United States of America,The Shape of Water,399055,tt5580390,9.0
The Shawshank Redemption,1994,Frank Darabont,Roger Deakins,Richard Francis-Bruce,Terence Marsh,Frank Darabont,Niki Marvin,Tim Robbins|Morgan Freeman|Bob Gunton|William Sadler|Clancy Brown|Gil Bellows|James Whitmore|Mark Rolston|Jeffrey DeMunn|Larry Brandenburg,Castle Rock Entertainment,United States of America,The Shawshank Redemption,278,tt0111161,8.0
The Shining,1980,Stanley Kubrick,John Alcott,Ray Lovejoy,Roy Walker,Diane Johnson|Stanley Kubrick,Stanley Kubrick,Jack Nicholson|Shelley Duvall|Danny Lloyd|Scatman Crothers|Barry Nelson|Philip Stone|Joe Turkel|Anne Jackson|Tony Burton|Lia Beldam,Warner Bros. Pictures|Peregrine|Hawk Films|The Producer Circle Co.,United Kingdom|United States of America,The Shining,694,tt0081505,8.0
The Silence of the Lambs,1991,Jonathan Demme,Tak Fujimoto,Craig McKay,Kristi Zea,Ted Tally,Ron Bozman|Edward Saxon|Kenneth Utt,Jodie Foster|Anthony Hopkins|Scott Glenn|Ted Levine|Anthony Heald|Brooke Smith|Diane Baker|Kasi Lemmons|Frankie Faison|Tracey Walter,Orion Pictures|Strong Heart|A Luta Continua,United States of America,The Silence of the Lambs,274,tt0102926,8.0
The Sixth Sense,1999,M. Night Shyamalan,Tak Fujimoto,Andrew Mondshein,Larry Fulton,M. Night Shyamalan,Kathleen Kennedy|Frank Marshall|Barry Mendel,Bruce Willis|Haley Joel Osment|Toni Collette|Olivia Williams|Trevor Morgan|Donnie Wahlberg|Peter Anthony Tambakis|Jeffrey Zubernis|Bruce Norris|Glenn Fitzgerald,Spyglass Entertainment|The Kennedy/Marshall Company|Hollywood Pictures|Barry Mendel Productions,United States of America,The Sixth Sense,745,tt0167404,9.0
The Social Network,2010,David Fincher,Jeff Cronenweth,Kirk Baxter|Angus Wall,Donald Graham Burt|David E. Scott,Aaron Sorkin,Dana Brunetti|Ceán Chaffin|Scott Rudin|Michael De Luca,Jesse Eisenberg|Andrew Garfield|Armie Hammer|Josh Pence|Justin Timberlake|Max Minghella|Brenda Song|Rashida Jones|John Getz|David Selby,Columbia Pictures|Relativity Media|Scott Rudin Productions|Michael De Luca Productions|Trigger Street Productions,United States of America,The Social Network,37799,tt1285016,9.0
The Sound of Music,1965,Robert Wise,Ted D. McCord,William Reynolds,Boris Leven,Ernest Lehman|Maria von Trapp,Robert Wise,Julie Andrews|Christopher Plummer|Eleanor Parker|Charmian Carr|Nicholas Hammond|Heather Menzies|Angela Cartwright|Debbie Turner|Kym Karath|Duane Chase,Robert Wise Productions|Argyle Enterprises|20th Century Fox,United States of America,The Sound of Music,15121,tt0059742,7.0
The Sparks Brothers,2021,Edgar Wright,Jake Polonsky,Paul Trewartha,,Edgar Wright,Edgar Wright|Nira Park|George Hencken|Laura Richardson,Ron Mael|Russell Mael|Beck|Gary Stewart|Mike Berns|Jane Wiedlin|Sal Maida|Christi Haydon|Dean Menta|Harley Feinstein,Complete Fiction|MRC Non-Fiction,United Kingdom|United States of America,The Sparks Brothers,776485,tt8610436,6.0
The SpongeBob SquarePants Movie,2004,Stephen Hillenburg,Jerzy Zieliński,Lynn Hobson,Chris L. Spellman|Nick Jennings,Stephen Hillenburg|Derek Drymon|Tim Hill|Kent Osborne|Aaron Springer|Paul Tibbitt,Derek Drymon|Albie Hecht|Julia Pistor|Gina Shay|Stephen Hillenburg,Tom Kenny|Clancy Brown|Rodger Bumpass|Bill Fagerbakke|Mr. Lawrence|Jill Talley|Carolyn Lawrence|Mary Jo Catlett|Jeffrey Tambor|Scarlett Johansson,Paramount Pictures|Nickelodeon Movies|United Plankton Pictures|Rough Draft Korea,United States of America,The SpongeBob SquarePants Movie,11836,tt0345950,7.0
The Sting,1973,George Roy Hill,Robert Surtees,William Reynolds,,David S. Ward,Tony Bill|Julia Phillips|Michael Phillips,Paul Newman|Robert Redford|Robert Shaw|Charles Durning|Ray Walston|Eileen Brennan|Harold Gould|John Heffernan|Dana Elcar|Jack Kehoe,Universal Pictures|The Zanuck/Brown Company|David Brown Productions,United States of America,The Sting,9277,tt0070735,7.0
The Suicide Squad,2021,James Gunn,Henry Braham,Christian Wagner|Fred Raskin,Beth Mickle,James Gunn,Charles Roven|Peter Safran,Margot Robbie|Idris Elba|John Cena|Joel Kinnaman|Sylvester Stallone|Viola Davis|David Dastmalchian|Daniela Melchior|Michael Rooker|Jai Courtney,DC Films|Atlas Entertainment|The Safran Company|Warner Bros. Pictures,United States of America,The Suicide Squad,436969,tt6334354,6.0
The Swan,2023,Wes Anderson,Roman Coppola,Andrew Weisblum|Barney Pilling,Adam Stockhausen,Wes Anderson,Jeremy Dawson|Steven M. Rales|Wes Anderson,Rupert Friend|Ralph Fiennes|Asa Jennings|Eliel Ford|Truman Hanks|Benoît Herlin|Octavio Tapia,American Empirical Pictures|Indian Paintbrush,United States of America,The Swan,1172675,tt28912758,6.0
The Terminator,1984,James Cameron,Adam Greenberg,Mark Goldblatt,,James Cameron|Gale Anne Hurd,Gale Anne Hurd,Arnold Schwarzenegger|Michael Biehn|Linda Hamilton|Paul Winfield|Lance Henriksen|Rick Rossovich|Bess Motta|Earl Boen|Dick Miller|Shawn Schepps,Hemdale|Pacific Western,United Kingdom|United States of America,The Terminator,218,tt0088247,8.0
The Thin Blue Line,1988,Errol Morris,Robert Chappell|Stefan Czapsky,Paul Barnes,Ted Bafaloukos,Errol Morris,Mark Lipson,Randall Adams|David Harris|Gus Rose|Jackie Johnson|Marshall Touchton|Dale Holt|Sam Kittrell|Hootie Nelson|Dennis Johnson|Floyd Jackson,American Playhouse|Third Floor Productions,United States of America,The Thin Blue Line,14285,tt0096257,6.0
The Thing,1982,John Carpenter,Dean Cundey,Todd C. Ramsay,John J. Lloyd,Bill Lancaster,David Foster|Lawrence Turman,Kurt Russell|Wilford Brimley|T.K. Carter|David Clennon|Keith David|Richard Dysart|Charles Hallahan|Peter Maloney|Richard Masur|Donald Moffat,Universal Pictures|The Turman-Foster Company,United States of America,The Thing,1091,tt0084787,6.0
The Third Man,1949,Carol Reed,Robert Krasker,Oswald Hafenrichter,,Graham Greene,Carol Reed,Joseph Cotten|Alida Valli|Trevor Howard|Orson Welles|Paul Hörbiger|Ernst Deutsch|Erich Ponto|Siegfried Breuer|Hedwig Bleibtreu|Bernard Lee,London Films Productions,United Kingdom,The Third Man,1092,tt0041959,8.0
The Town,2010,Ben Affleck,Robert Elswit,Dylan Tichenor,Sharon Seymour,Ben Affleck|Peter Craig|Aaron Stockard,Basil Iwanyk|Graham King,Ben Affleck|Jeremy Renner|Rebecca Hall|Jon Hamm|Blake Lively|George Carroll|Pete Postlethwaite|Owen Burke|Titus Welliver|Chris Cooper,Legendary Pictures|GK Films|Thunder Road|Warner Bros. Pictures,United States of America,The Town,23168,tt0840361,7.0
The Toxic Avenger Unrated,2025,Macon Blair,Dana Gonzales,Brett W. Bachman|James Thomas,Alex Cameron,Macon Blair,Lloyd Kaufman|Michael Herz|Mary Parent|Alex Garcia,Peter Dinklage|Jacob Tremblay|Taylour Paige|Julia Davis|Jonny Coyne|Elijah Wood|Kevin Bacon|David Yow|Sarah Niles|Shaun Dooley,Legendary Pictures|Troma Entertainment,United States of America,The Toxic Avenger Unrated,338969,tt1633359,5.0
The Transformers: The Movie,1986,Nelson Shin,Masatoshi Fukui,David Hankins,,Ron Friedman,Joe Bacal|Tom Griffin,Judd Nelson|Peter Cullen|Frank Welker|Leonard Nimoy|Orson Welles|Casey Kasem|Dan Gilvezan|Scatman Crothers|Susan Blu|Eric Idle,Marvel Productions|Sunbow Productions,United States of America,The Transformers: The Movie,1857,tt0092106,6.0
The Treasure of the Sierra Madre,1948,John Huston,Ted D. McCord,Owen Marks,,John Huston,Henry Blanke,Humphrey Bogart|Walter Huston|Tim Holt|Bruce Bennett|Barton MacLane|Alfonso Bedoya|Arturo Soto Rangel|Manuel Dondé|José Torvay|Robert Blake,Warner Bros. Pictures,United States of America,The Treasure of the Sierra Madre,3090,tt0040897,8.0
The Tree of Life,2011,Terrence Malick,Emmanuel Lubezki,Jay Rabinowitz|Hank Corwin|Daniel Rezende|Billy Weber|Mark Yoshikawa,Jack Fisk,Terrence Malick,Brad Pitt|Bill Pohlad|Sarah Green|Grant Hill|Dede Gardner,Brad Pitt|Jessica Chastain|Hunter McCracken|Sean Penn|Fiona Shaw|Tye Sheridan|Laramie Eppler|Will Wallace|Nicolas Gonda|Jessica Fuselier,River Road Entertainment,United States of America|Italy|Iceland,The Tree of Life,8967,tt0478304,4.0
The Truman Show,1998,Peter Weir,Peter Biziou,William M. Anderson|Lee Smith,Dennis Gassner,Andrew Niccol,Edward S. Feldman|Scott Rudin|Adam Schroeder|Andrew Niccol,Jim Carrey|Laura Linney|Noah Emmerich|Natascha McElhone|Holland Taylor|Ed Harris|Paul Giamatti|Brian Delate|Peter Krause|Blair Slater,Paramount Pictures|Scott Rudin Productions,United States of America,The Truman Show,37165,tt0120382,9.0
The Usual Suspects,1995,Bryan Singer,Newton Thomas Sigel,Peter S. Elliot|John Ottman,Howard Cummings,Christopher McQuarrie,Michael McDonnell|Bryan Singer,Stephen Baldwin|Gabriel Byrne|Benicio del Toro|Kevin Pollak|Kevin Spacey|Chazz Palminteri|Pete Postlethwaite|Suzy Amis|Giancarlo Esposito|Dan Hedaya,Bad Hat Harry Productions|Blue Parrot Productions,United States of America,The Usual Suspects,629,tt0114814,8.0
The Virgin Suicides,2000,Sofia Coppola,Edward Lachman,Melissa Kent|James Lyons,Jasna Stefanovic,Sofia Coppola,Francis Ford Coppola|Julie Costanzo|Dan Halsted|Chris Hanley,Kirsten Dunst|Josh Hartnett|James Woods|Kathleen Turner|Michael Paré|A.J. Cook|Hanna Hall|Leslie Hayman|Chelse Swain|Giovanni Ribisi,American Zoetrope|Muse Productions|Eternity Pictures,United States of America,The Virgin Suicides,1443,tt0159097,7.0
The White Helmets,2016,Orlando von Einsiedel,Fadi Al Halabi|Franklin Dow,Masahiro Hirakubo,,,Joanna Natasegara,Khalid Farah|Mohammed Farah|Abu Omar|Raed Saleh,Grain Media|Violet Films|Doc Society,United Kingdom,The White Helmets,416211,tt6073176,8.0
The Wild Bunch,1969,Sam Peckinpah,Lucien Ballard,Lou Lombardo,,Sam Peckinpah|Walon Green|Roy N. Sickner,Phil Feldman,William Holden|Ernest Borgnine|Robert Ryan|Jaime Sánchez|Warren Oates|Edmond O'Brien|Ben Johnson|Albert Dekker|Strother Martin|Emilio Fernández,Warner Bros.-Seven Arts,United States of America,The Wild Bunch,576,tt0065214,4.0
